City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
352,North Bend,US,50.0,overcast clouds,43.4065,-124.2243,Red Lion Hotel Coos Bay
353,Lufilufi,WS,71.6,light rain,-13.8745,-171.5986,Leuaina Beach Resort and Spa
354,Komsomolskiy,UZ,57.2,clear sky,40.4272,71.7189,Ikathouse
355,Guinabsan,PH,73.74,broken clouds,8.8975,125.4161,Wilmar Galindo
356,Lancaster,US,64.0,overcast clouds,40.2504,-76.2499,Refreshing Mountain Retreat and Adventure Center
357,Sestri Levante,IT,55.99,light rain,44.2732,9.3968,Grande Albergo
364,Junin,AR,70.0,overcast clouds,-34.5838,-60.9433,Hotel Copahue
366,Mount Isa,AU,77.0,broken clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
367,Zhangjiakou,CN,53.1,light rain,40.81,114.8794,Shell Zhangjiakou City Qiaodong District Ginza Hotel
369,Morondava,MG,79.88,broken clouds,-20.2833,44.2833,La Case Bambou
370,Buala,SB,78.85,light rain,-8.145,159.5921,Maringe Lagoon Lodge
371,Pangai,TO,77.27,light rain,-19.8,-174.35,Ha'apai Beach Resort
375,Alofi,NU,73.4,scattered clouds,-19.0595,-169.9187,Taloa Heights
376,Taupo,NZ,63.0,overcast clouds,-38.6833,176.0833,Lake Taupo Motor Inn
378,Saryozek,KZ,50.76,scattered clouds,44.3583,77.9753,Gostinitsa
379,Bulawayo,ZW,63.81,clear sky,-20.15,28.5833,4 On Housman Backpackers
383,Ziyang,CN,55.04,light rain,29.2497,117.8547,Wuyuan Great Wall Hotel
384,Gigmoto,PH,76.75,overcast clouds,13.7796,124.39,Cj's Travellers Inn
